Name,Symbol,CNMMN/CNMNC approved formula (unless marked in blue),IMA Status,Kretz (1998),Siivolam & Schmid (2007),Whitney & Evans (2010),Can. Min. (2019),Warr (2020),Symbol rule (1-4),Notes,new/adopted symbol,,blue formula taken from publlished literature,,
Kumtyubeite,Kty,Ca5(SiO4)2F2,A,,,,,,2,,new symbol,,,,
Kunatite,Kun,CuFe3+2(PO4)2(OH)2·4H2O,A,,,,,,1,,new symbol,,,,
Kupčíkite,Kup,Cu3.4Fe0.6Bi5S10,A,,,,Kup,,1,, adopted symbol,,,,
Kupletskite,Kpt,K2NaMn2+7Ti2(Si4O12)2O2(OH)4F,G,,,,,Kpt,2,, adopted symbol,,,,
Kupletskite-(Cs),Kpt-Cs,Cs2NaMn2+7Ti2(Si4O12)2O2(OH)4F,Rn,,,,,,3,,new symbol,,,,
Kuramite,Ku,Cu3SnS4,A,,,,Ku,,1,, adopted symbol,,,,
Kuranakhite,Kkh,PbMn4+Te6+O6,A,,,,,,2,,new symbol,,,,
Kuratite,Kur,Ca2(Fe2+5Ti)O2[Si4Al2O18],A,,,,,,1,,new symbol,,,,
Kurchatovite,Kht,CaMgB2O5,A,,,,,,3,,new symbol,,,,
Kurgantaite,Kga,CaSrB5O9Cl·H2O,Rd,,,,,,2,,new symbol,,,,
Kurilite,Kri,Ag8Te3Se,A,,,,,,2,,new symbol,,,,
Kurnakovite,Kko,MgB3O3(OH)5·5H2O,G,,,,,,2,,new symbol,,,,
Kurumsakite,Krm,Zn8Al8V5+2Si5O35·27H2O (?),Q,,,,,,3,,new symbol,,,,
Kusachiite,Kus,Cu2+Bi3+2O4,A,,,,,,1,,new symbol,,,,
Kushiroite,Ks,CaAlAlSiO6,A,,,,,,3,,new symbol,,,,
Kutinaite,Kti,Ag6Cu14As7,A,,,,,,2,,new symbol,,,,
Kutnohorite,Kut,CaMn2+(CO3)2,G,,,Kut,,,1,, adopted symbol,,,,
Kuvaevite,Kuv,Ir5Ni10S16,A,,,,,,1,,new symbol,,,,
Kuzelite,Kuz,Ca4Al2(OH)12(SO4)·6H2O,A,,,,,,1,,new symbol,,,,
Kuzmenkoite-Mn,Kz-Mn,K2MnTi4(Si4O12)2(OH)4·5-6H2O,Rn,,,,,,2,,new symbol,,,,
Kuzmenkoite-Zn,Kz-Zn,K2ZnTi4(Si4O12)2(OH)4·6-8H2O,A,,,,,,2,,new symbol,,,,
Kuzminite,Kzm,HgBr,A,,,,,,2,,new symbol,,,,
Kuznetsovite,Kzn,Hg1+2Hg2+(AsO4)Cl,A,,,,,,2,,new symbol,,,,
Kvanefjeldite,Kva,Na4CaSi6O14(OH)2,A,,,,,,1,,new symbol,,,,
Kyanite,Ky,Al2OSiO4,A,Ky,Ky,Ky,Ky,,1,, adopted symbol,,,,
Kyanoxalite,Kox,Na7(Al5-6Si6-7O24)(C2O4)0.5-1.0·5H2O,A,,,,,,2,,new symbol,,,,
Kyawthuite,Kyw,Bi3+Sb5+O4,A,,,,,,2,,new symbol,,,,
Kyrgyzstanite,Kyr,ZnAl4(SO4)(OH)12·3H2O,A,,,,,,1,,new symbol,,,,
Kyzylkumite,Kyz,Ti2V3+O5(OH),A,,,,,,1,,new symbol,,,,
Laachite,Laa,"(Ca,Mn)2Zr2Nb2TiFeO14",A,,,,,,1,,new symbol,,,,
Labuntsovite-Fe,Lab-Fe,Na4K4Fe2+2Ti8O4(Si4O12)4(OH)4·10-12H2O,A,,,,,,1,,new symbol,,,,
Labuntsovite-Mg,Lab-Mg,Na4K4Mg2Ti8O4(Si4O12)4(OH)4·10-12H2O,A,,,,,,1,,new symbol,,,,
Labuntsovite-Mn,Lab-Mn,Na4K4Mn2+2Ti8O4(Si4O12)4(OH)4·10-12H2O,Rn,,,,,,1,,new symbol,,,,
Labyrinthite,Lby,"(Na,K,Sr)35Ca12Fe3Zr6TiSi51O144(O,OH,H2O)9Cl3",A,,,,,,2,,new symbol,,,,
Lacroixite,Lac,NaAl(PO4)F,G,,,,,,1,,new symbol,,,,
Laffittite,Lft,AgHgAsS3,A,,,,,,3,,new symbol,,,,
Laflammeite,Lfl,Pd3Pb2S2,A,,,,,,2,,new symbol,,,,
Laforêtite,Laf,AgInS2,A,,,,Laf,,1,, adopted symbol,,,,
Lafossaite,Lfs,TlCl,A,,,,,,3,,new symbol,,,,
Lagalyite ,Lag,Ca2xMn1-xO2·1.5-2H2O (x = 0.05-0.08),A,,,,,,1,,new symbol,,,,
Lahnsteinite,Lah,Zn4(SO4)(OH)6·3H2O,A,,,,,,1,,new symbol,,,,
Laihunite,Lai,"(Fe3+,Fe2+,܆)2(SiO4)",A,,,,,,1,,new symbol,,,,
Laitakarite,Ltk,"Bi4(Se,S)3",A,,,,Ltk,,3,, adopted symbol,,,,
Lakargiite,Lak,CaZrO3,A,,,,,,1,,new symbol,,,,
Lakebogaite,Lbg,NaCaFe2H(UO2)2(PO4)4(OH)2·8H2O,A,,,,,,3,,new symbol,,,,
Lalondeite,Lal,"(Na,Ca)6(Ca,Na)3Si16O38(F,OH)2·3H2O",A,,,,,,1,,new symbol,,,,
Lammerite,Lmr,Cu3(AsO4)2,A,,,,,,3,,new symbol,,,,
Lammerite-β,Lmr-β,Cu3(AsO4)2,A,,,,,,3,,new symbol,,,,
Lamprophyllite,Lmp,(SrNa)Ti2Na3Ti(Si2O7)2O2(OH)2,Rd,,,,Lmp,Lmp,2,, adopted symbol,,,,
Lanarkite,Lan,Pb2O(SO4),G,,,,Lan,,1,, adopted symbol,,,,
Landauite,Lda,"(Na,Pb)(Mn2+,Y)(Zn,Fe)2(Ti,Fe3+,Nb)18(O,OH,F)O38",A,,,,,,2,,new symbol,,,,
Landesite,Lds,Mn2+9Fe3+3(PO4)8(OH)3·9H2O,Rd,,,,,,3,,new symbol,,,,
Långbanite,Lgb,Mn2+4Mn3+9Sb5+O16(SiO4)2,A,,,,,,2,,new symbol,,,,
Långbanshyttanite,Lbs,Pb2Mn2Mg(AsO4)2(OH)4·6H2O,A,,,,,,3,,new symbol,,,,
Langbeinite,Lbn,K2Mg2(SO4)3,G,,,,,,3,,new symbol,,,,
Langhofite ,Lhf,Pb2(OH)[WO4(OH)],A,,,,,,3,,new symbol,,,,
Langisite,Lgi,CoAs,A,,,,,,3,,new symbol,,,,
Langite,Lgt,Cu4(SO4)(OH)6·2H2O,G,,,,Lgt,,2,, adopted symbol,,,,
Lanmuchangite,Lmh,TlAl(SO4)2·12H2O,A,,,,,,3,,new symbol,,,,
Lannonite,Lnn,HCa4Mg2Al4(SO4)8F9·32H2O,A,,,,,,2,,new symbol,,,,
Lansfordite,Lfd,Mg(CO3)·5H2O,G,,,,,,3,,new symbol,,,,
Lanthanite-(Ce),Ltn-Ce,Ce2(CO3)3·8H2O,A,,,,,,3,,new symbol,,,,
Lanthanite-(La),Ltn-La,La2(CO3)3·8H2O,Rn,,,,,,3,,new symbol,,,,
Lanthanite-(Nd),Ltn-Nd,Nd2(CO3)3·8H2O,A,,,,,,3,,new symbol,,,,
Lapeyreite,Lpy,Cu3O[AsO3(OH)]2·H2O,A,,,,,,2,,new symbol,,,,
Laphamite,Lpm,As2Se3,A,,,,,,2,,new symbol,,,,
Lapieite,Lap,CuNiSbS3,A,,,,,,1,,new symbol,,,,
Laplandite-(Ce),Lpl-Ce,Na4CeTiPSi7O22·5H2O,Rn,,,,,,2,,new symbol,,,,
Laptevite-(Ce),Lpt-Ce,NaFe2+(REE 7Ca5Y3)(SiO4)4(Si3B2PO18)(BO3)F11,A,,,,,,2,,new symbol,,,,
Larderellite,Ldr,(NH4)B5O7(OH)2·H2O,G,,,,,,3,,new symbol,,,,
Larisaite,Ls,Na(H3O)(UO2)3(Se4+O3)2O2·4H2O,A,,,,,,3,,new symbol,,,,
Larnite,Lrn,Ca2(SiO4),G,,,Lrn,Lar,,2,, adopted symbol,,,,
Larosite,Lar,"(Cu,Ag)21PbBiS13",A,,,,,,1,,new symbol,,,,
Larsenite,Lsn,ZnPb(SiO4),G,,,,,,3,,new symbol,,,,
Lasalite,Las,Na2Mg2V10O28·20H2O,A,,,,,,1,,new symbol,,,,
Lasnierite ,Lnr,"(Ca,Sr)(Mg,Fe2+)2Al(PO4)3",A,,,,,,3,,new symbol,,,,
Latiumite,Lat,"(Ca,K)4(Si,Al)5O11(SO4,CO3)",G,,,,,,1,,new symbol,,,,
Latrappite,Ltp,Ca2NbFe3+O6,Rd,,,,Ltp,,3,, adopted symbol,,,,
Laueite,Lae,Mn2+Fe3+2(PO4)2(OH)2·8H2O,G,,,,,,2,,new symbol,,,,
Laumontite,Lmt,CaAl2Si4O12·4H2O,A,Lmt,Lmt,Lmt,Lmt,Lmt,3,, adopted symbol,,,,
Launayite,Lau,"CuPb10(Sb,As)13S20",A,,,,Lau,,1,, adopted symbol,,,,
Lauraniite,Lra,Cu6Cd2(SO4)2(OH)12∙5H2O,A,,,,,,2,,new symbol,,,,
Laurelite,Lrl,Pb7F12Cl2,A,,,,,,3,,new symbol,,,,
Laurentianite,Lre,[NbO(H2O)]3(Si2O7)2[Na(H2O)2]3,A,,,,,,2,,new symbol,,,,
Laurentthomasite ,Ltm,Mg2K(Be2Al)Si12O30 ,A,,,,,,3,,new symbol,,,,
Laurionite,Lri,PbCl(OH),G,,,,,,2,,new symbol,,,,
Laurite,Lrt,RuS2,G,,,,Lrt,,2,, adopted symbol,,,,
Lausenite,Lse,Fe3+2(SO4)3·5H2O,G,,,,,,2,,new symbol,,,,
Lautarite,Ltr,Ca(IO3)2,G,,,,,,3,,new symbol,,,,
Lautenthalite,Lth,PbCu4(SO4)2(OH)6·3H2O,A,,,,,,2,,new symbol,,,,
Lautite,Ltt,CuAsS,G,,,,Ltt,,2,, adopted symbol,,,,
Lavendulan,Lvd,NaCaCu5(AsO4)4Cl·5H2O,G,,,,,,3,,new symbol,,,,
Låvenite,Låv,"(Na,Ca)4(Mn2+,Fe2+)2(Zr,Ti,Nb)2(Si2O7)2(O,F)4",G,,,,,,1,,new symbol,,,,
Laverovite ,Lvv,K2NaMn7Zr2(Si4O12)2O2(OH)4F,A,,,,,,3,,new symbol,,,,
Lavinskyite,Lvs,K(LiCu)Cu6(Si4O11)2(OH)4,A,,,,,,3,,new symbol,,,,
Lavoisierite,Lvo,Mn2+8[Al10(Mn3+Mg)][Si11P]O44(OH)12,A,,,,,,2,,new symbol,,,,
Lavrentievite,Lvr,Hg3S2Cl2,A,,,,,,2,,new symbol,,,,
Lawrencite,Law,FeCl2,G,,,,,,1,,new symbol,,,,
Lawsonbauerite,Lwb,Mn2+9Zn4(SO4)2(OH)22·8H2O,A,,,,,,3,,new symbol,,,,
Lawsonite,Lws,CaAl2(Si2O7)(OH)2·H2O,G,Lws,Lws,Lws,Lws,,2,, adopted symbol,,,,
Lazaraskeite,Lza,Cu(C2H3O3)2,A,,,,,,3,,new symbol,,,,
Lazarenkoite,Laz,CaFe3+As3+3O7·3H2O,A,,,,,,1,,new symbol,,,,
Lazaridisite,Lrd,Cd3(SO4)3·8H2O,A,,,,,,3,,new symbol,,,,
Lazulite,Lzl,MgAl2(PO4)2(OH)2,A,,Laz,Lzl,Lzl,,3,, adopted symbol,,,,
Lazurite,Lzr,Na3Ca(Si3Al3)O12S,G,,,Lzr,Lzr,,3,, adopted symbol,,,,
Lead (plumbum),Pb,Pb,G,,,Pb,,,3,Element: Pb = plumbum, adopted symbol,,,,
Leadamalgam,Lam,HgPb2,A,,,,,,2,,new symbol,,,,
Leadhillite,Lhi,Pb4(SO4)(CO3)2(OH)2,G,,,,,,2,,new symbol,,,,
Lechatelierite,Lch,SiO2,Q,,,,,,2,,new symbol,,,,
Lecontite,Lcn,(NH4)Na(SO4)·2H2O,G,,,,,,3,,new symbol,,,,
Lecoqite-(Y),Lec-Y,Na3Y(CO3)3·6H2O,A,,,,,,1,,new symbol,,,,
Leesite ,Lee,K(H2O)2[(UO2)4O2(OH)5]·3H2O,A,,,,,,1,,new symbol,,,,
Lefontite,Lef,Fe2Al2Be(PO4)2(OH)6,A,,,,,,1,,new symbol,,,,
Legrandite,Leg,Zn2(AsO4)(OH)·H2O,G,,,,,,1,,new symbol,,,,
Leguernite,Lg,Bi12.67O14(SO4)5,A,,,,,,3,,new symbol,,,,
Lehmannite,Leh,Na18Cu12TiO8(AsO4)8FCl5,A,,,,,,1,,new symbol,,,,
Lehnerite,Lh,Mn2+(UO2)2(PO4)2·8H2O,A,,,,,,3,,new symbol,,,,
Leifite,Lf,"Na7Be2(Si15Al3)O39(F,OH)2",Rd,,,,,,3,,new symbol,,,,
Leightonite,Lgh,K2Ca2Cu(SO4)4·2H2O,G,,,,,,2,,new symbol,,,,
Leisingite,Lei,Cu2MgTe6+O6·6H2O,A,,,,,,1,,new symbol,,,,
Leiteite,Lt,ZnAs3+2O4,A,,,,,,3,,new symbol,,,,
Lemanskiite,Lmk,NaCaCu5(AsO4)4Cl·3H2O,A,,,,,,3,,new symbol,,,,
Lemmleinite-Ba,Lem-Ba,"Na4K4Ba2+xTi8(Si4O12)4(OH,O)8·8H2O",A,,,,,,1,,new symbol,,,,
Lemmleinite-K,Lem-K,"Na4K8Ti8(Si4O12)4(OH,O)8·8H2O",Rn,,,,,,1,,new symbol,,,,
Lemoynite,Lmo,Na2CaZr2Si10O26·5-6H2O,A,,,,,,2,,new symbol,,,,
Lenaite,Ln,AgFeS2,A,,,,,,3,,new symbol,,,,
Lengenbachite,Len,Ag4Cu2Pb18As12S39,G,,,,,,1,,new symbol,,,,
Leningradite,Lng,PbCu3(VO4)2Cl2,A,,,,,,3,,new symbol,,,,
Lennilenapeite,Lnl,"K7(Mg,Mn2+,Fe2+,Zn)48(Si,Al)72(O,OH)216·16H2O",A,,,,,Lnl,3,, adopted symbol,,,,
Lenoblite,Lnb,V4+2O4·2H2O,A,,,,,,3,,new symbol,,,,
Leogangite,Lgg,Cu10(AsO4)4(SO4)(OH)6·8H2O,A,,,,,,2,,new symbol,,,,
Leonardsenite,Lnd,MgAlF5·2H2O,A,,,,,,2,,new symbol,,,,
Leonite,Leo,K2Mg(SO4)2·4H2O,G,,,,,,1,,new symbol,,,,
Leószilárdite,Lsz,Na6Mg(UO2)2(CO3)6·6H2O,A,,,,,,2,,new symbol,,,,
Lepageite ,Lep,Mn2+3(Fe3+7Fe2+4)O3[Sb3+5As3+8O34],A,,,,,,1,,new symbol,,,,
Lepersonnite-(Gd),Lps-Gd,CaGd2(UO2)24(CO3)8Si4O28·60H2O,Rn,,,,,,3,,new symbol,,,,
Lepidocrocite,Lpc,Fe3+O(OH),A,,,,Lpc,Lpc,3,, adopted symbol,,,,
Lepidolite,Lpd,"K(Li,Al,Rb)2(Al,Si)4O10(F,OH)2",GROUP,Lpd,Lpd,Lpd,Lpd,Lpd,3,, adopted symbol,,,,
Lepkhenelmite-Zn,Lpn-Zn,"Ba2Zn(Ti,Nb)4(Si4O12)2(O,OH)4·7H2O",A,,,,,,2,,new symbol,,,,
Lermontovite,Ler,U4+(PO4)(OH)·H2O,G,,,,,,1,,new symbol,,,,
Letovicite,Let,(NH4)3H(SO4)2,G,,,,,,1,,new symbol,,,,
Leucite,Lct,K(AlSi2O6),A,Lct,Lct,Lct,Lct,,2,, adopted symbol,,,,
Leucophanite,Lph,NaCaBeSi2O6F,G,,,,,,2,,new symbol,,,,
Leucophoenicite,Lpo,Mn2+7(SiO4)3(OH)2,G,,,,,,2,,new symbol,,,,
Leucosphenite,Lsp,Na4BaTi2B2Si10O30,G,,,,,,2,,new symbol,,,,
Leucostaurite,Lsr,Pb2[B5O9]Cl·0.5H2O,A,,,,,,3,,new symbol,,,,
Leucophosphite,Lpp,KFe3+2(PO4)2(OH)·2H2O,G,,,,,,3,,new symbol,,,,
Levantite,Lev,KCa3Al2(SiO4)(Si2O7)(PO4),A,,,,,,1,,new symbol,,,,
Leverettite,Lve,Cu3CoCl2(OH)6,A,,,,,,2,,new symbol,,,,
Levinsonite-(Y),Lvi-Y,YAl(SO4)2(C2O4)·12H2O,A,,,,,,2,,new symbol,,,,
Lévyclaudite,Lvc,"Pb8Cu3Sn7(Bi,Sb)3S28",A,,,,Lvc,,2,, adopted symbol,,,,
Lévyne-Ca,Lév-Ca,Ca3(Si12Al6)O36·18H2O,Rn,,,,,,1,,new symbol,,,,
Lévyne-Na,Lév-Na,Na6(Si12Al6)O36·18H2O,Rn,,,,,,1,,new symbol,,,,
Leydetite,Ley,Fe(UO2)(SO4)2∙11H2O,A,,,,,,1,,new symbol,,,,
Liandratite,Lia,U6+Nb2O8,A,,,,,,1,,new symbol,,,,
Liberite,Lbr,Li2Be(SiO4),A,,,,,,3,,new symbol,,,,
Libethenite,Lib,Cu2(PO4)(OH),G,,,,Lib,,1,, adopted symbol,,,,
Liebauite,Lie,Ca3Cu5Si9O26,A,,,,,,1,,new symbol,,,,
Liebenbergite,Lbb,Ni2(SiO4),A,,,,,,3,,new symbol,,,,
Liebermannite,Lbm,KAlSi3O8,A,,,,,,3,,new symbol,,,,
Liebigite,Lbi,Ca2(UO2)(CO3)3·11H2O,G,,,,,,2,,new symbol,,,,
Likasite,Lik,Cu3(NO3)(OH)5·2H2O,G,,,,,,1,,new symbol,,,,
Lileyite,Lly,Ba2Ti2Na2Fe2+Mg(Si2O7)2O2F2,Rd,,,,,,3,,new symbol,,,,
Lillianite,Lil,Pb3-2xAgxBi2+xS6,G,,,,Lil,,1,, adopted symbol,,,,
Lime,Lm,CaO,G,,,,,,2,,new symbol,,,,
Limousinite,Lms,BaCa[Be4P4O16]∙6H2O,A,,,,,,3,,new symbol,,,,
Linarite,Lna,CuPb(SO4)(OH)2,G,,,,,,2,,new symbol,,,,
Lindackerite,Ldk,Cu5(AsO4)2(AsO3OH)2·9H2O,Rd,,,,,,3,,new symbol,,,,
Lindbergite,Ldb,Mn(C2O4)·2H2O,A,,,,,,2,,new symbol,,,,
Lindgrenite,Lgr,Cu3(Mo6+O4)2(OH)2,G,,,,,,2,,new symbol,,,,
Lindqvistite,Lqv,Pb2Mn2+Fe3+16O27,A,,,,,,2,,new symbol,,,,
Lindsleyite,Ldy,"(Ba,Sr)(Zr,Ca)(Fe,Mg)2(Ti,Cr,Fe)18O38",A,,,,,,2,,new symbol,,,,
Lindströmite,Lsm,Pb3Cu3Bi7S15,A,,,,Lnd,,2,,new symbol,,,,
Línekite,Lnk,K2Ca3[(UO2)(CO3)3]2∙8H2O,A,,,,,,3,,new symbol,,,,
Lingbaoite,Lb,AgTe3,A,,,,,,3,,new symbol,,,,
Lingunite,Lgn,NaAlSi3O8,A,,,,,,3,,new symbol,,,,
Linnaeite,Lin,Co2+Co3+2S4,G,,,,Lin,,1,, adopted symbol,,,,
Lintisite,Lts,Na3LiTi2O2(SiO3)4·2H2O,A,,,,,,3,,new symbol,,,,
Linzhiite,Lzh,FeSi2,A,,,,,,2,,new symbol,,,,
Liottite,Lio,Na16Ca8Si18Al18O72(SO4)5Cl4,A,,,,,,1,,new symbol,,,,
Lipscombite,Lcb,Fe2+Fe3+2(PO4)2(OH)2,G,,,,Lcb,,3,, adopted symbol,,,,
Lipuite,Lp,KNa8Mn3+5Mg0.5[Si12O30(OH)4](PO4)O2(OH)2∙4H2O,A,,,,,,1,,new symbol,,,,
Liraite,Lir,NaCa2Mn2+2[Fe3+Fe2+]Mn2+2(PO4)6(H2O)2,A,,,,,,1,,new symbol,,,,
Liroconite,Lro,Cu2Al(AsO4)(OH)4·4H2O,G,,,,,,2,,new symbol,,,,
Lisetite,Lis,Na2CaAl4(SiO4)4,A,,,,,,1,,new symbol,,,,
Lishizhenite,Lsh,ZnFe3+2(SO4)4·14H2O,A,,,,,,2,,new symbol,,,,
Lisiguangite,Lsg,CuPtBiS3,A,,,,,,2,,new symbol,,,,
Lisitsynite,Lss,KBSi2O6,A,,,,,,3,,new symbol,,,,
Liskeardite,Lsk,"(Al,Fe)32(AsO4)18(OH)42(H2O)22·52H2O",G,,,,,,1,,new symbol,,,,
Lislkirchnerite,Lkn,Pb6Al(OH)8Cl2(NO3)5·2H2O,A,,,,,,3,,new symbol,,,,
Litharge,Lit,PbO,G,,,,,,1,,new symbol,,,,
Lithiomarsturite,Lmsr,LiMn2+2Ca2Si5O14(OH),A,,,,,,4,Msr = marsturite,new symbol,,,,
Lithiophilite,Lhp,LiMn2+(PO4),G,,,,Lph,,3,,new symbol,,,,
Lithiophorite,Lpr,"(Al,Li)(Mn4+,Mn3+)O2(OH)2",G,,,,,Lpr,3,, adopted symbol,,,,
Lithiophosphate,Lip,Li3(PO4),G,,,,,,2,,new symbol,,,,
Lithiotantite,Ltan,LiTa3O8,A,,,,,,4,Tan = tantite,new symbol,,,,
Lithiowodginite,Lwdg,LiTa3O8,A,,,,,,4,Wdg = wodginite,new symbol,,,,
Lithosite,Lho,K3Al2Si4O12(OH),A,,,,,,2,,new symbol,,,,
Litidionite,Ltd,KNaCuSi4O10,Rn,,,,,,3,,new symbol,,,,
Litochlebite,Lto,Ag2PbBi4Se8,A,,,,,,2,,new symbol,,,,
Litvinskite,Ltv,Na3ZrSi6O13(OH)5,A,,,,,,2,,new symbol,,,,
Liudongshengite ,Ldh,Zn4Cr2(OH)12(CO3)∙3H2O,A,,,,,,3,,new symbol,,,,
Liuite,Liu,FeTiO3,A,,,,,,1,,new symbol,,,,
Liveingite,Liv,Pb20As24S56,G,,,,,,1,,new symbol,,,,
Liversidgeite,Lsd,Zn6(PO4)4·7H2O,A,,,,,,2,,new symbol,,,,
Livingstonite,Lst,HgSb4S6(S2),G,,,,,,2,,new symbol,,,,
Lizardite,Lz,Mg3Si2O5(OH)4,G,Lz,Lz,Lz,Lz,Lz,3,, adopted symbol,,,,
Llantenesite,Lla,Cu6Al[SeO4](OH)12Cl·3H2O,A,,,,,,1,,new symbol,,,,
Lobanovite,Lbv,K2Na(Fe2+4Mg2Na)Ti2(Si4O12)2O2(OH)4,A,,,,,Lbv,3,, adopted symbol,,,,
Lokkaite-(Y),Lok-Y,CaY4(CO3)7·9H2O,Rn,,,,,,1,,new symbol,,,,
Löllingite,Lö,FeAs2,G,Lo,Lo,Lo,Lol,,1,Lö= Loellingite, adopted symbol,,,,
Lombardoite ,Lmb,Ba2Mn3+(AsO4)2(OH),A,,,,,,2,,new symbol,,,,
Lomonosovite,Lom,Na6Na2Ti2Na2Ti2(Si2O7)2(PO4)2O4,Rd,,,,,,1,,new symbol,,,,
Londonite,Ldn,CsBe4Al4(B11Be)O28,A,,,,Ldn,,3,, adopted symbol,,,,
Lonecreekite,Lck,(NH4)Fe3+(SO4)2·12H2O,A,,,,,,3,,new symbol,,,,
Lonsdaleite,Lon,C,A,,,,,,1,,new symbol,,,,
Loparite-(Ce),Lop-Ce,"(Na,Ce,Sr)(Ce,Th)(Ti,Nb)2O6",Rn,,,,Lop,,1,, adopted symbol,,,,
Lopatkaite,Lpk,Pb5Sb3AsS11,A,,,,,,3,,new symbol,,,,
Lópezite,Lpz,K2Cr2O7,Rn,,,,,,3,,new symbol,,,,
Lorándite,Lor,TlAsS2,Rn,,,,,,1,,new symbol,,,,
Loranskite-(Y),Lrs-Y,"(Y,Ce,Ca)(Zr,Ta)2O6 (?)",Rn,,,,,,3,,new symbol,,,,
Lorenzenite,Lrz,Na2Ti2O3(Si2O6),G,,,,,,3,,new symbol,,,,
Loseyite,Los,Mn2+4Zn3(CO3)2(OH)10,G,,,,,,1,,new symbol,,,,
Lotharmeyerite,Lmy,CaZn2(AsO4)2·2H2O,Rd,,,,,,3,,new symbol,,,,
Loudounite,Ldo,NaCa5Zr4Si16O40(OH)11·8H2O,A,,,,,,3,,new symbol,,,,
Loughlinite,Lou,Na2Mg3Si6O16·8H2O,A,,,,Lou,Lou,1,, adopted symbol,,,,
Lourenswalsite,Lrw,"(K,Ba)2Ti4(Si,Al)6O14(OH)12",A,,,,,,3,,new symbol,,,,
Lovdarite,Lov,K2Na6Be4Si14O36·9H2O,A,,,,,,1,,new symbol,,,,
Loveringite,Lvg,"(Ca,Ce,La)(Zr,Fe)(Mg,Fe)2(Ti,Fe,Cr,Al)18O38",A,,,,,,3,,new symbol,,,,
Lovozerite,Lvz,Na3CaZrSi6O15(OH)3,G,,,,,,3,,new symbol,,,,
Löweite,Löw,Na12Mg7(SO4)13·15H2O,G,,,,,,1,,new symbol,,,,
Luanheite,Lua,Ag3Hg,A,,,,,,1,,new symbol,,,,
Luanshiweiite,Lsw,KLiAl1.5(Si3.5Al0.5)O10(OH)2,A,,,,,,3,,new symbol,,,,
Luberoite,Lub,Pt5Se4,A,,,,,,1,,new symbol,,,,
Luboržákite,Lbž,Mn2AsSbS5,A,,,,,,3,,new symbol,,,,
Lucabindiite,Lbd,"(K,NH4)As4O6(Cl,Br)",A,,,,,,3,,new symbol,,,,
Lucasite-(Ce),Lca-Ce,CeTi2O5(OH),A,,,,,,2,,new symbol,,,,
Lucchesiite,Lcc,CaFe2+3Al6(Si6O18)(BO3)3(OH)3O,A,,,,,,2,,new symbol,,,,
Luddenite,Ldd,Cu2Pb2Si5O14·14H2O,A,,,,,,2,,new symbol,,,,
Ludjibaite,Ldj,Cu5(PO4)2(OH)4,A,,,,,,2,,new symbol,,,,
Ludlamite,Lud,Fe2+3(PO4)2·4H2O,G,,,,Lud,,1,, adopted symbol,,,,
Ludlockite,Ldl,PbFe3+4As3+10O22,A,,,,,,2,,new symbol,,,,
Ludwigite,Ldw,Mg2Fe3+O2(BO3),G,,,,,,2,,new symbol,,,,
Lueshite,Lue,NaNbO3,A,,,,Lue,,1,, adopted symbol,,,,
Luetheite,Lut,CuAl(AsO4)(OH)2,A,,,,,,2,,new symbol,,,,
Luinaite-(OH),Lui-OH,"(Na,܆)(Fe2+,Mg)3Al6(BO3)3Si6O18(OH)4",A,,,,,,1,,new symbol,,,,
Lukechangite-(Ce),Luk-Ce,Na3Ce2(CO3)4F,A,,,,,,1,,new symbol,,,,
Lukkulaisvaaraite,Lkk,Pd14Ag2Te9,A,,,,,,2,,new symbol,,,,
Lukrahnite,Lkr,"CaCuFe3+(AsO4)2(OH,H2O)2",A,,,,,,2,,new symbol,,,,
Lulzacite,Lul,Sr2Fe2+3Al4(PO4)4(OH)10,A,,,,,,1,,new symbol,,,,
Lumsdenite,Lum,NaCa3Mg2(As3+V4+2V5+10As5+6O51)·45H2O,A,,,,,,1,,new symbol,,,,
Lüneburgite,Lbu,Mg3[B2(OH)6(PO4)2]·6H2O,G,,,,,,2,,new symbol,,,,
Lunijianlaite,Lji,"Li0.7Al6.2(Si7Al)O20(OH,O)10",A,,,,,,2,,new symbol,,,,
Lun'okite,Lun,MgMn2+Al(PO4)2(OH)·4H2O,A,,,,,,1,,new symbol,,,,
Luobusaite,Luo,Fe0.84Si2,A,,,,,,1,,new symbol,,,,
Luogufengite,Lgf,Fe2O3,A,,,,,,3,,new symbol,,,,
Lusernaite-(Y),Lus-Y,"Y4Al(CO3)2(OH,F)11·6H2O",A,,,,,,1,,new symbol,,,,
Lussierite,Lsi,Na10[(UO2)(SO4)4](SO4)2(H2O)3,A,,,,,,2,,new symbol,,,,
Luxembourgite ,Lux,AgCuPbBi4Se8,A,,,,,,1,,new symbol,,,,
Luzonite,Luz,Cu3AsS4,G,,,,Luz,,1,, adopted symbol,,,,
Lyonsite,Lyo,Cu2+3Fe3+4(VO4)6,A,,,,,,1,,new symbol,,,,
Macaulayite,Mcy,Fe3+24Si4O43(OH)2,A,,,,,,3,,new symbol,,,,
Macdonaldite,Mcd,BaCa4Si16O36(OH)2·10H2O,A,,,,,,2,,new symbol,,,,
Macedonite,Mce,PbTiO3,A,,,,,,2,,new symbol,,,,
Macfallite,Mcf,Ca2Mn3+3(SiO4)(Si2O7)(OH)3,A,,,,,,2,,new symbol,,,,
