Point,Comment,Inspected,SiO2(Mass%),MgO(Mass%),Al2O3(Mass%),MnO(Mass%),FeO(Mass%),TiO2(Mass%),CaO(Mass%),Cr2O3(Mass%),Na2O(Mass%),K2O(Mass%),P2O5(Mass%),NiO(Mass%),Total(Mass%),SiO2(Norm%),MgO(Norm%),Al2O3(Norm%),MnO(Norm%),FeO(Norm%),TiO2(Norm%),CaO(Norm%),Cr2O3(Norm%),Na2O(Norm%),K2O(Norm%),P2O5(Norm%),NiO(Norm%),Total(Norm%),SiO2(Cation),MgO(Cation),Al2O3(Cation),MnO(Cation),FeO(Cation),TiO2(Cation),CaO(Cation),Cr2O3(Cation),Na2O(Cation),K2O(Cation),P2O5(Cation),NiO(Cation),Total(Cation),SiO2(mole%),MgO(mole%),Al2O3(mole%),MnO(mole%),FeO(mole%),TiO2(mole%),CaO(mole%),Cr2O3(mole%),Na2O(mole%),K2O(mole%),P2O5(mole%),NiO(mole%),Total(mole%),X,Y,Z,SiO2(K-ratio),MgO(K-ratio),Al2O3(K-ratio),MnO(K-ratio),FeO(K-ratio),TiO2(K-ratio),CaO(K-ratio),Cr2O3(K-ratio),Na2O(K-ratio),K2O(K-ratio),P2O5(K-ratio),NiO(K-ratio),Total(K-ratio),SiO2(K-raw),MgO(K-raw),Al2O3(K-raw),MnO(K-raw),FeO(K-raw),TiO2(K-raw),CaO(K-raw),Cr2O3(K-raw),Na2O(K-raw),K2O(K-raw),P2O5(K-raw),NiO(K-raw),Total(K-raw),Na(Net),Mg(Net),Al(Net),Si(Net),K(Net),Ca(Net),Ti(Net),P(Net),Ni(Net),Fe(Net),Mn(Net),Cr(Net),Na(BG-),Mg(BG-),Al(BG-),Si(BG-),K(BG-),Ca(BG-),Ti(BG-),P(BG-),Ni(BG-),Fe(BG-),Mn(BG-),Cr(BG-),Na(BG+),Mg(BG+),Al(BG+),Si(BG+),K(BG+),Ca(BG+),Ti(BG+),P(BG+),Ni(BG+),Fe(BG+),Mn(BG+),Cr(BG+),Na(L-value),Mg(L-value),Al(L-value),Si(L-value),K(L-value),Ca(L-value),Ti(L-value),P(L-value),Ni(L-value),Fe(L-value),Mn(L-value),Cr(L-value),Current,Na(Error%),Mg(Error%),Al(Error%),Si(Error%),K(Error%),Ca(Error%),Ti(Error%),P(Error%),Ni(Error%),Fe(Error%),Mn(Error%),Cr(Error%),Total(Error%),Na(D.L.),Mg(D.L.),Al(D.L.),Si(D.L.),K(D.L.),Ca(D.L.),Ti(D.L.),P(D.L.),Ni(D.L.),Fe(D.L.),Mn(D.L.),Cr(D.L.), ,Bi(Net),Ar(Net),Br(Net),As(Net)
19,AlmO_3R80_p3 Grid 004x004,AlmO_3R80_p3 Grid 004x004,38.51,8.82,22.06,1.85,26.05,0.0661,1.78,0.0353,0.0053,0.0011,0.0493,0,99.2271,38.81,8.8887,22.2318,1.8644,26.2529,0.0666,1.7939,0.0356,0.0053,0.0011,0.0497,0,100,5.974,2.039,4.035,0.244,3.381,0.0077,0.295,0.0043,0.0016,0.0002,0.0065,0,15.9883,42.7841,14.6072,14.444,1.741,24.2043,0.0552,2.119,0.0155,0.0057,0.0008,0.0232,0,100,22.0773,-24.1555,10.3475,35.2335,7.017,19.347,1.8009,23.7874,0.0632,1.8344,0.0345,0.0042,0.0012,0.0392,0,89.1626,54.482,7.017,103.129,4.348,26.436,0.0632,7.129,0.0345,0.0365,0.0097,0.0929,0,202.7778,18.5,56380.8,174853,305719.2,29.1,47026.5,1474.8,150.3,-7.3,126468.9,7921.2,123.8,813.9,1613.3,2830.5,5106.6,1925.2,2609.3,4204.6,233.8,1466.2,1019.2,747,511.3,562.9,1084.8,1809.9,3189.4,1680.8,2399.3,3884.1,211.9,1333.8,932.5,574.2,400.7,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151,123.15,0.26,0.15,0.11,124.15,0.29,4.02,9.86,100,0.17,0.74,15.79,378.69,52,39,46,64,15,17,23,33,55,50,50,51,495,3445.7,2661.6,2329.1,1929.1
20,AlmO_3R80_p3 Grid 004x005,AlmO_3R80_p3 Grid 004x005,38.34,8.86,22.04,1.88,26.12,0.0703,1.78,0.0334,0.0086,0.0016,0.0499,0.0032,99.187,38.6543,8.9326,22.2207,1.8954,26.3341,0.0709,1.7946,0.0337,0.0087,0.0016,0.0503,0.0032,100,5.957,2.052,4.037,0.247,3.395,0.0082,0.297,0.0041,0.0026,0.0003,0.0066,0.0004,16.0072,42.6092,14.6783,14.4356,1.7698,24.2773,0.0588,2.1197,0.0147,0.0093,0.0011,0.0235,0.0029,100,22.0773,-24.1542,10.3475,35.0654,7.046,19.3174,1.8217,23.854,0.0672,1.8388,0.0327,0.0069,0.0017,0.0397,0.0029,89.0941,54.222,7.046,102.971,4.398,26.51,0.0672,7.146,0.0327,0.0591,0.0137,0.094,0.0063,202.566,29.8,56612.6,174585.4,304264.3,41.7,47135.1,1568.2,151.7,17.2,126821.2,8012.6,117.2,779.5,1516.6,2803.3,5122.5,1883.4,2633.8,4201.3,244.4,1519.2,996,747.7,542.4,549,1009.9,1851.7,3101.3,1695.4,2264.2,3741.7,190.1,1248.3,905.3,580.1,437.1,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151,74.99,0.26,0.15,0.11,87.71,0.29,3.77,9.66,189.05,0.17,0.73,17.16,384.05,51,38,46,63,14,17,23,33,55,50,50,53,493,3468.2,2659.6,2331.8,1945
21,AlmO_3R80_p3 Grid 005x001,AlmO_3R80_p3 Grid 005x001,38.42,8.9,22.06,1.86,26.17,0.0676,1.78,0.0499,0.0049,0.0026,0.0545,0.0027,99.3722,38.6627,8.9562,22.1994,1.8718,26.3353,0.068,1.7912,0.0502,0.0049,0.0026,0.0548,0.0027,100,5.959,2.056,4.032,0.244,3.394,0.0079,0.297,0.0061,0.0015,0.0005,0.0072,0.0003,16.0055,42.6132,14.7152,14.42,1.7475,24.2754,0.0564,2.1154,0.0219,0.0053,0.0018,0.0256,0.0024,100,22.0786,-24.1594,10.3475,35.1488,7.076,19.3269,1.8022,23.8945,0.0646,1.8421,0.0488,0.0039,0.0027,0.0433,0.0024,89.2562,54.351,7.076,103.022,4.351,26.555,0.0646,7.159,0.0488,0.0335,0.0221,0.1027,0.0052,202.7909,17.2,56851,174672.8,304984.8,66.9,47225.2,1506.6,166.2,13.9,127037.1,7925.8,174.8,782.8,1503.3,2772.9,5033.8,1891.4,2568.2,4179.5,237.8,1470.9,1008.6,739.7,523.8,577.5,1102.7,1822.5,3198,1638.4,2327.1,3845,192.7,1288.1,872.8,543.7,408.6,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151,133.01,0.26,0.15,0.11,54.28,0.29,3.93,8.93,228.34,0.17,0.73,11.55,441.75,51,39,45,63,14,17,23,33,55,49,49,52,490,3447.7,2678.1,2361.6,1944.4
22,AlmO_3R80_p3 Grid 005x002,AlmO_3R80_p3 Grid 005x002,38.54,8.91,21.98,1.85,26.18,0.0707,1.78,0.032,0.0088,0.0007,0.0501,0,99.4023,38.7717,8.9636,22.1122,1.8611,26.3374,0.0711,1.7907,0.0322,0.0089,0.0007,0.0504,0,100,5.973,2.059,4.015,0.243,3.393,0.0082,0.296,0.0039,0.0027,0.0001,0.0066,0,16.0005,42.7077,14.7184,14.3547,1.7365,24.2627,0.0589,2.1135,0.014,0.0095,0.0005,0.0235,0,100,22.0786,-24.1581,10.3475,35.2697,7.091,19.2601,1.7989,23.9089,0.0676,1.8419,0.0313,0.007,0.0007,0.0399,0,89.3169,54.538,7.091,102.666,4.343,26.571,0.0676,7.158,0.0313,0.0605,0.0056,0.0944,0,202.6264,30.4,56974.2,174068.2,306033.1,17.2,47218.4,1578.4,152.9,-0.7,127115.2,7912,111.8,806.1,1528.1,2749.8,5081.4,1855.7,2475.2,4141.6,232.3,1482.5,1011.9,714.8,527.5,551.3,1043.7,1893.4,3075.4,1688.9,2349.4,3734.6,190.6,1355.4,876.9,580.4,423.6,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.1,74.02,0.26,0.15,0.11,213.79,0.29,3.73,9.53,100,0.17,0.74,17.63,420.42,51,38,46,63,14,16,23,33,56,50,50,52,492,3443.4,2647.3,2338.2,1946.4
23,AlmO_3R80_p3 Grid 005x003,AlmO_3R80_p3 Grid 005x003,38.62,8.91,22.03,1.9,26.02,0.0682,1.79,0.0527,0.0045,0.0009,0.0551,0,99.4514,38.833,8.9592,22.1515,1.9105,26.1635,0.0686,1.7999,0.053,0.0045,0.0009,0.0554,0,100,5.978,2.056,4.02,0.249,3.368,0.0079,0.297,0.0064,0.0013,0.0002,0.0072,0,15.991,42.7807,14.713,14.3821,1.7828,24.1056,0.0568,2.1246,0.0231,0.0048,0.0006,0.0258,0,100,22.0786,-24.1568,10.3475,35.3454,7.092,19.3136,1.8428,23.7541,0.0652,1.8478,0.0515,0.0036,0.0009,0.0438,0,89.3606,54.655,7.092,102.951,4.449,26.399,0.0652,7.181,0.0515,0.0306,0.0074,0.1038,0,202.9855,15.2,56979.5,174551.7,306694.7,22.5,47364.9,1521.2,167.6,0,126294,8105.3,184.8,809.3,1589.4,2918.5,5059.6,1855.6,2561.6,4198.7,245.7,1537.1,1007.3,768.2,497.4,534.4,1056.3,1854.3,3202.6,1658.9,2294,3813.9,185.4,1316.6,867.5,564.9,401.3,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151,144.72,0.26,0.15,0.11,160.63,0.29,3.89,8.85,100,0.17,0.73,10.81,430.61,51,39,46,64,14,16,23,33,56,49,50,51,492,3453.6,2643.1,2362.9,1935.1
24,AlmO_3R80_p3 Grid 005x004,AlmO_3R80_p3 Grid 005x004,38.5,8.9,22.07,1.85,26.09,0.0677,1.78,0.0413,0.0148,0.0017,0.0567,0.0092,99.3814,38.7396,8.9554,22.2074,1.8615,26.2524,0.0681,1.7911,0.0416,0.0149,0.0017,0.0571,0.0093,100,5.966,2.056,4.032,0.243,3.381,0.0079,0.295,0.0051,0.0044,0.0003,0.0074,0.0011,15.9992,42.6913,14.7115,14.4229,1.7376,24.1952,0.0565,2.1149,0.0181,0.0159,0.0012,0.0266,0.0082,100,22.0786,-24.1555,10.3475,35.2186,7.081,19.3436,1.7968,23.8207,0.0647,1.8354,0.0404,0.0117,0.0017,0.0451,0.0082,89.2681,54.459,7.081,103.111,4.338,26.473,0.0647,7.133,0.0404,0.1013,0.0143,0.1069,0.0179,202.9405,51,56892.1,174822.6,305592.3,43.7,47054.3,1510.3,172.7,47.7,126644,7902.7,144.9,745.2,1532.8,2888.8,5066.2,1906,2651.9,4241.6,233,1456,971.5,731.3,514.2,567.8,1035.1,1806.1,3197.2,1651.2,2319.7,3843.1,196.6,1289.2,871.6,555.3,430.2,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.1,43.81,0.26,0.15,0.11,83.8,0.29,3.93,8.61,67,0.17,0.74,13.81,222.68,50,38,46,64,14,17,23,33,55,49,49,52,490,3418.3,2662.5,2370.6,1931.2
25,AlmO_3R80_p3 Grid 005x005,AlmO_3R80_p3 Grid 005x005,38.52,8.89,22.03,1.87,26.15,0.0681,1.78,0.0412,0.001,0.0017,0.0552,0,99.4072,38.7497,8.943,22.1614,1.8812,26.3059,0.0685,1.7906,0.0414,0.001,0.0017,0.0555,0,100,5.97,2.054,4.024,0.245,3.39,0.0079,0.295,0.005,0.0003,0.0003,0.0072,0,15.9987,42.7005,14.6905,14.3924,1.7559,24.2434,0.0568,2.1143,0.0181,0.0011,0.0012,0.0259,0,100,22.0786,-24.1542,10.3475,35.2484,7.072,19.3067,1.8113,23.8819,0.0651,1.8352,0.0403,0.0008,0.0018,0.0439,0,89.3073,54.505,7.072,102.914,4.373,26.541,0.0651,7.132,0.0403,0.0066,0.0147,0.1041,0,202.7678,3.3,56823.2,174488.8,305849.7,44.4,47046.4,1519.2,168.2,-45,126968.9,7966.2,144.4,798.7,1611.3,2755.6,5080.1,1916.6,2651,4219.9,244.4,1484.1,1000.7,758.3,498.7,584.8,1068.9,1831.8,3107.3,1607.9,2306,3770.2,190.1,1384.1,847,527.2,422.5,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151,682.51,0.26,0.15,0.11,81.33,0.29,3.89,8.85,100,0.17,0.73,13.73,892.02,52,39,45,63,14,17,23,33,56,49,49,51,491,3437.1,2668.9,2335.8,1927.2
26,dr1 Line 001,dr1 Line 001,41.44,19.85,18.84,0.4893,7.64,0.0159,4.36,7.03,0.0095,0.0014,0.0062,0.0046,99.6869,41.5701,19.9123,18.8992,0.4908,7.664,0.0159,4.3737,7.0521,0.0095,0.0014,0.0062,0.0046,100,6.004,4.288,3.217,0.06,0.926,0.0017,0.677,0.806,0.0027,0.0003,0.0008,0.0005,15.984,42.98,30.69,11.516,0.4299,6.627,0.0124,4.8454,2.8824,0.0096,0.0009,0.0027,0.0038,100,26.5764,-27.1044,10.361,37.9212,17.177,16.294,0.465,6.8008,0.0147,4.4083,6.409,0.0085,0.0014,0.0049,0.004,89.5088,58.638,17.177,86.855,1.1226,7.558,0.0147,17.132,6.409,0.0736,0.0119,0.0116,0.0088,195.0122,37.1,138008.6,147260.1,329043.7,35.7,113004.6,343.5,18.5,23.8,36155.5,2045,22968.9,773.7,1542,2528.1,4902,1680.3,2295.8,3739.9,223.7,1317,841.2,634,480.5,507.6,1114.5,1649.2,2802.8,1510.3,2166.8,3371.9,174.7,1161.5,715.4,491.1,397.1,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.1,59.28,0.16,0.16,0.11,95.52,0.18,15.22,66.05,128.82,0.33,1.67,0.41,367.91,50,39,43,61,14,16,22,32,52,45,46,50,470,1105.9,1416.3,792.8,1007.9
27,dr1 Line 002,dr1 Line 002,41.56,19.82,18.83,0.4902,7.67,0.0144,4.35,7.03,0.0183,0.0032,0.0068,0,99.7929,41.6463,19.8611,18.8691,0.4912,7.6859,0.0144,4.359,7.0446,0.0183,0.0032,0.0068,0,100,6.014,4.276,3.211,0.0601,0.928,0.0016,0.675,0.805,0.0051,0.0006,0.0008,0,15.9772,43.0644,30.6151,11.4991,0.4303,6.6468,0.0112,4.8298,2.8798,0.0184,0.0021,0.003,0,100,26.5777,-27.1044,10.361,38.0441,17.149,16.2869,0.4658,6.8233,0.0133,4.398,6.409,0.0164,0.0033,0.0054,0,89.6143,58.828,17.149,86.817,1.1247,7.583,0.0133,17.092,6.409,0.1413,0.0268,0.0127,0,195.1968,71.4,137783.1,147196.4,330109.1,81.3,112739.4,310.9,20.5,-25.1,36277.8,2048.9,22970.2,715,1548.9,2498.7,4897.5,1683.9,2385.6,3639.6,218.9,1365.7,802.9,655.4,456.4,509.3,1083.3,1662,2789.7,1433.2,2109.1,3348.5,177.3,1147.5,687.8,483.5,364.4,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,151.2,30.6,0.16,0.16,0.11,42.18,0.18,16.64,60.13,100,0.32,1.67,0.41,252.56,49,39,43,61,14,16,22,32,52,44,47,48,467,1117.7,1400.8,800.3,994
28,dr1 Line 003,dr1 Line 003,41.51,19.81,18.87,0.4913,7.66,0.0176,4.35,7,0.0102,0.0026,0.0114,0,99.7331,41.6211,19.863,18.9205,0.4926,7.6805,0.0176,4.3616,7.0187,0.0102,0.0026,0.0114,0,100,6.011,4.275,3.22,0.0603,0.928,0.0019,0.674,0.802,0.0029,0.0005,0.0014,0,15.977,43.0414,30.6201,11.5313,0.4315,6.6426,0.0137,4.833,2.8694,0.0103,0.0017,0.005,0,100,26.579,-27.1044,10.361,37.9923,17.136,16.3253,0.4669,6.8179,0.0163,4.3923,6.382,0.0091,0.0026,0.0089,0,89.5497,58.748,17.136,87.022,1.1272,7.577,0.0163,17.07,6.382,0.0786,0.0215,0.0212,0,195.1998,40,137678.3,147543.9,329658.6,65.5,112599.6,381.4,34.1,-11.8,36246.4,2053.1,22873.5,768,1561.6,2427.3,4842.7,1631.7,2342.7,3677.6,205.8,1358.4,838.8,641.5,483.6,516.4,994.8,1602.2,2813.2,1452.8,2258.2,3342.1,181.5,1177.6,727.4,477.1,333.5,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.6,55.32,0.16,0.16,0.11,51.93,0.18,13.6,36.2,100,0.32,1.65,0.41,260.04,50,38,42,61,13,16,22,31,52,45,46,48,464,1127.8,1402.4,789.7,1017.7
29,dr1 Line 004,dr1 Line 004,41.51,19.79,18.86,0.4903,7.66,0.0169,4.34,7.04,0.0175,0.0022,0.0134,0,99.7403,41.6181,19.8415,18.9091,0.4916,7.6799,0.0169,4.3513,7.0583,0.0175,0.0022,0.0134,0,100,6.01,4.271,3.218,0.0601,0.928,0.0018,0.673,0.806,0.0049,0.0004,0.0016,0,15.9748,43.0522,30.5969,11.5281,0.4307,6.6443,0.0132,4.8231,2.8865,0.0176,0.0015,0.0059,0,100,26.5803,-27.1044,10.361,37.9917,17.119,16.3154,0.4659,6.8179,0.0156,4.3851,6.414,0.0157,0.0022,0.0105,0,89.5529,58.747,17.119,86.969,1.1249,7.577,0.0156,17.042,6.414,0.135,0.0184,0.0248,0,195.1867,68.2,137542.3,147454.4,329653.8,55.7,112412.5,363.9,40,-2.6,36248.5,2049.2,22988.2,707.5,1514.8,2522,4849.8,1657.1,2318,3707.5,203.3,1325.9,760,643.3,466.2,512.8,1036.7,1653.1,2882.6,1452.5,2184.9,3334.4,170.5,1125.3,716.1,501.6,348.2,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.5,31.8,0.16,0.16,0.11,60.88,0.18,14.24,30.64,100,0.32,1.66,0.41,240.56,48,38,43,61,13,16,22,30,51,44,46,48,460,1110.8,1392.1,783,1010.5
30,dr1 Line 005,dr1 Line 005,41.53,19.83,18.87,0.4932,7.65,0.0189,4.36,7,0.0082,0,0.012,0,99.7723,41.6248,19.8753,18.9131,0.4943,7.6675,0.0189,4.37,7.016,0.0082,0,0.012,0,100,6.01,4.278,3.219,0.0605,0.926,0.0021,0.676,0.801,0.0023,0,0.0015,0,15.9764,43.0392,30.6347,11.5251,0.4329,6.6304,0.0147,4.8415,2.8679,0.0082,0,0.0053,0,100,26.5816,-27.1044,10.361,38.0033,17.156,16.3223,0.4687,6.808,0.0175,4.4062,6.381,0.0074,0,0.0094,0,89.5798,58.765,17.156,87.006,1.1315,7.566,0.0175,17.124,6.381,0.0635,0,0.0223,0,195.2328,32.1,137834.8,147516.1,329754.8,-0.7,112954.8,409.2,36.1,-56.4,36196.7,2061.6,22870.2,750.2,1527.9,2497.1,4871.5,1735.7,2314.1,3633.4,198.7,1324.6,855.7,647.2,482,529.8,1087.2,1618.4,2810.5,1458.4,2108.2,3299.7,165.3,1211.8,722.6,523.3,383,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.5,68.17,0.16,0.16,0.11,100,0.18,12.63,33.48,100,0.32,1.66,0.41,317.28,50,38,43,61,14,16,21,30,52,45,47,50,467,1112.1,1412.5,799.3,1009.8
31,UA5_STDH1_p3 Grid 001x001,UA5_STDH1_p3 Grid 001x001,41.82,20.06,19.39,0.2962,7.96,0.662,4.99,4.25,0.0463,0,0.0302,0.007,99.5117,42.0252,20.1584,19.4851,0.2977,7.9991,0.6652,5.0145,4.2709,0.0465,0,0.0303,0.007,100,6.038,4.317,3.3,0.0362,0.961,0.0719,0.773,0.485,0.013,0,0.0037,0.0008,15.9996,42.8277,30.624,11.7028,0.2569,6.8176,0.5099,5.4756,1.7206,0.046,0,0.0131,0.0058,100,26.5212,-23.9926,10.351,38.2057,17.467,16.8058,0.2807,7.0707,0.6078,5.0302,3.865,0.0418,0,0.0236,0.0062,89.4045,59.078,17.467,89.583,0.6776,7.858,0.6079,19.549,3.865,0.3608,0,0.056,0.0134,199.1157,181.9,140337.5,151885.8,331510.8,-47.9,128952.7,14183.2,90.6,35.5,37589.6,1234.4,13852.9,740,1484.6,2534.5,4854.2,1705.8,2323.7,3621.8,205.5,1346.7,812.9,621.1,432.7,524.6,1006.6,1649.4,2824,1491.8,2140.5,3349.3,173.3,1124.8,719.6,493.8,358.5,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.3,12.62,0.16,0.16,0.11,100,0.17,0.62,14.47,84.55,0.32,2.37,0.53,216.08,49,38,43,61,14,16,22,31,52,44,46,47,463,1139.2,1475.4,818.1,1057.1
32,UA5_STDH1_p3 Grid 001x002,UA5_STDH1_p3 Grid 001x002,41.69,19.99,19.4,0.3044,7.98,0.656,4.99,4.2,0.048,0.0012,0.0233,0.0057,99.2886,41.9887,20.1332,19.539,0.3066,8.0372,0.6607,5.0258,4.2301,0.0483,0.0012,0.0235,0.0057,100,6.034,4.312,3.309,0.0373,0.966,0.0714,0.774,0.481,0.0135,0.0002,0.0029,0.0007,16.002,42.7957,30.5893,11.7366,0.2647,6.8509,0.5064,5.4886,1.7044,0.0478,0.0008,0.0101,0.0047,100,26.5212,-23.9913,10.351,38.0764,17.399,16.8133,0.2885,7.0923,0.6023,5.0258,3.821,0.0434,0.0012,0.0182,0.005,89.1864,58.878,17.399,89.623,0.6964,7.882,0.6024,19.532,3.821,0.3742,0.0101,0.0431,0.0109,198.8721,189,139792,151953.4,330390.4,30.8,128834.6,14054.5,69.6,28.9,37705.4,1268.4,13695.5,732.3,1523.6,2408.8,4726.4,1686.3,2308.4,3677.8,217.2,1364.8,824.2,596.5,453.4,485.6,1034.8,1656.8,2798.6,1462.6,2101.7,3371.4,174.5,1168,712.6,490.8,343.8,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.4,11.99,0.16,0.16,0.11,111.1,0.17,0.62,18.62,104.74,0.32,2.31,0.53,250.83,48,38,43,60,14,16,22,31,52,45,45,48,462,1117.4,1448.2,826.1,1058.4
33,UA5_STDH1_p3 Grid 001x003,UA5_STDH1_p3 Grid 001x003,41.71,19.98,19.46,0.3075,7.97,0.6572,4.98,4.29,0.0547,0.0037,0.0294,0.0045,99.447,41.9419,20.0911,19.5682,0.3092,8.0143,0.6609,5.0077,4.3139,0.055,0.0037,0.0296,0.0045,100,6.028,4.304,3.316,0.0376,0.963,0.0714,0.771,0.49,0.0153,0.0007,0.0036,0.0005,16.0011,42.7854,30.552,11.7644,0.2672,6.8374,0.507,5.4737,1.7397,0.0544,0.0024,0.0128,0.0037,100,26.5212,-23.99,10.351,38.0913,17.39,16.8727,0.2914,7.0815,0.6035,5.015,3.897,0.0494,0.0037,0.023,0.004,89.3225,58.901,17.39,89.94,0.7034,7.87,0.6036,19.49,3.897,0.4262,0.0309,0.0544,0.0087,199.3152,215.2,139719.8,152490.8,330519.7,93.8,128562.3,14083.3,87.9,23.6,37650.3,1281.5,13967.8,706.7,1440.9,2426.5,4696.2,1650.3,2309.1,3710.6,210.6,1347.1,810.4,637.8,450.8,508.5,1039.4,1692.3,2838.6,1397.6,2130.6,3379.9,175.2,1179.1,667.3,482.3,339.9,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.4,10.61,0.16,0.16,0.11,36.1,0.17,0.62,14.95,130.6,0.32,2.31,0.53,196.64,48,37,43,60,13,16,22,31,52,44,46,47,459,1136.5,1470.5,821.5,1049.9
34,UA5_STDH1_p3 Grid 001x004,UA5_STDH1_p3 Grid 001x004,41.81,20.08,19.38,0.3121,8.03,0.6628,4.98,4.22,0.0551,0.0005,0.0249,0.0129,99.5683,41.9913,20.1671,19.464,0.3135,8.0648,0.6657,5.0016,4.2383,0.0553,0.0005,0.025,0.013,100,6.035,4.321,3.298,0.0382,0.97,0.072,0.771,0.482,0.0154,0.0001,0.003,0.0015,16.0072,42.7845,30.6309,11.6878,0.2705,6.8722,0.5101,5.4605,1.7072,0.0547,0.0003,0.0108,0.0106,100,26.5212,-23.9887,10.351,38.187,17.476,16.7911,0.2957,7.1382,0.6086,5.0176,3.838,0.0497,0.0005,0.0195,0.0114,89.4333,59.049,17.476,89.505,0.7139,7.933,0.6087,19.5,3.838,0.4289,0.0039,0.0462,0.0247,199.1273,216.4,140406.6,151754.1,331346.9,11.8,128623.6,14202,74.8,66.2,37948.9,1300.3,13754.8,731.2,1491.2,2504.3,4849.2,1722,2323.3,3672.8,219,1355.4,774.4,646.6,453.8,529.2,1003.3,1541.6,2813.8,1447.2,2162.6,3324.6,189.5,1137.1,699.7,444.6,358,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.5,10.71,0.16,0.16,0.11,291.89,0.17,0.62,17.77,46.27,0.32,2.27,0.53,370.98,49,38,42,61,14,16,22,32,52,44,45,48,463,1127.2,1457.7,826.9,1069.5
35,UA5_STDH1_p3 Grid 001x005,UA5_STDH1_p3 Grid 001x005,41.76,20.14,19.45,0.2971,8.04,0.6572,4.98,4.3,0.0498,0.0003,0.0282,0.008,99.7106,41.8812,20.1985,19.5065,0.298,8.0633,0.6591,4.9945,4.3125,0.0499,0.0003,0.0283,0.008,100,6.021,4.329,3.306,0.0363,0.97,0.0713,0.77,0.49,0.0139,0.0001,0.0034,0.0009,16.0119,42.6914,30.6923,11.7185,0.2573,6.874,0.5053,5.4551,1.7378,0.0494,0.0002,0.0122,0.0066,100,26.5212,-23.9874,10.351,38.1404,17.532,16.8523,0.2815,7.1499,0.6036,5.0209,3.909,0.045,0.0003,0.0221,0.0071,89.5642,58.977,17.532,89.831,0.6797,7.946,0.6037,19.513,3.909,0.388,0.0029,0.0523,0.0154,199.45,195.5,140858.9,152305.8,330942.9,8.5,128709.3,14086,84.7,41.3,38011.8,1238.2,14009.2,720.5,1513.8,2515.8,4872,1700.1,2282.8,3606.3,200.8,1374,808.4,637.8,414.7,504.6,1045.3,1616.8,2847.1,1505.3,2197.5,3253.3,174.5,1139.8,725.7,500,341.2,129.452,107.513,90.655,77.46,119.878,107.618,88.071,197.121,115.503,134.809,146.289,159.323,152.4,11.62,0.16,0.16,0.11,391.05,0.17,0.62,15.3,74.05,0.32,2.38,0.52,496.46,49,38,43,61,14,16,21,31,52,44,46,46,461,1120.7,1465.2,835.3,1070.2
